App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Frases de Teresa,com.cerezapps.frasesdeteresa,Entertainment,4.2,40,"10,000+",10000,17223,TRUE,0,USD,7.4M,4.1 and up,CerezApps,https://cerezapps.com/frases-de-teresa,contacto@cerezapps.com,"Feb 11, 2019","Feb 11, 2019",Everyone,https://cerezapps.com/politicas-de-privacidad/,TRUE,FALSE,FALSE,16-06-2021 02:48
"St. Paul's School, Pune",com.db.nascorp.sp,Education,4.7,6,500+,500,743,TRUE,0,USD,6.5M,4.4W and up,NasCorp Technologies,http://nascorptechnologies.com,app.nascorp@gmail.com,"Mar 12, 2020","Jun 30, 2020",Everyone,http://nascorptechnologies.com/privacypolicy.aspx,FALSE,FALSE,FALSE,16-06-2021 02:48
eRider,my.erider.eridermerchant,Business,4.2,30,"5,000+",5000,8359,TRUE,0,USD,13M,4.4 and up,REDNET (M) SDN BHD,https://erider.my,support@erider.my,,"May 26, 2021",Everyone,http://erider.my/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Muhurtham Needs Vendor App,com.muhurtham.admin,Business,0,0,10+,10,49,TRUE,0,USD,1.6M,4.0.3 and up,Sri Hema Infotech,http://www.cwd.co.in/,srihemainfo@gmail.com,"Jul 20, 2017","Oct 09, 2017",Teen,http://www.cwd.co.in,FALSE,FALSE,FALSE,16-06-2021 02:48
Prosurix Retail,com.app.prosurix_retail,Shopping,5,6,100+,100,139,TRUE,0,USD,67M,7.0 and up,Prosurix Inc,http://www.prosurix.com,support@prosurix.com,"Mar 26, 2016","Jun 15, 2021",Everyone,http://app.prosurix.com/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Gathering Connection,io.appbuild.gatherin1,Lifestyle,0,0,10+,10,10,TRUE,0,USD,34M,5.1 and up,The Gathering-Auburn,,info@thegatheringauburn.org,"Mar 4, 2021","Mar 04, 2021",Everyone,http://cms.appbuild.io/cms/docs/legal/privacy.php?appcode=gatherin1,FALSE,FALSE,FALSE,16-06-2021 02:48
Circle Dash,com.shapeshift.circledash,Arcade,0,0,100+,100,145,TRUE,0,USD,7.8M,4.0 and up,ShapeShift Games,,shapeshiftjm@gmail.com,"Sep 30, 2019","Oct 01, 2019",Everyone,https://sites.google.com/view/shapeshift/privacy-policy,TRUE,TRUE,FALSE,16-06-2021 02:48
♫♫ Chalino Sanchez Musica || Sin Internet,com.RosarioVergaraStudio.CSsininternet,Music & Audio,4.3,49,"5,000+",5000,8388,TRUE,0,USD,45M,4.1 and up,Rosario Vergara Studio,,magrunebasik@gmail.com,"Nov 8, 2019","Nov 09, 2019",Mature 17+,https://sites.google.com/view/rosario-vergara-studio1,TRUE,FALSE,FALSE,16-06-2021 02:48
Nirankari Kids,com.nirankari.snmkids,Social,0,0,500+,500,735,TRUE,0,USD,8.1M,4.1 and up,App Media House,,cmappdroid@gmail.com,"Apr 3, 2020","Apr 07, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Math Games,dedapp.giochimatematici,Puzzle,5,8,100+,100,333,TRUE,0,USD,7.8M,4.0.3 and up,dedapp,http://antoninocortese.altervista.org/dedapp.htm,dedalogik@gmail.com,"Feb 28, 2018","Oct 15, 2018",Everyone,http://antoninocortese.altervista.org/privacy.htm,TRUE,FALSE,FALSE,16-06-2021 02:48
Endless Hope,com.TechnyStudios.EndlessHope,Arcade,4.8,35,50+,50,77,TRUE,0,USD,Varies with device,5.0 and up,Techny Studios,,technystudios@gmail.com,"Dec 24, 2020","Jan 04, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Paulie's Pub & Eatery,com.ootb.pauliespub,Travel & Local,0,0,500+,500,855,TRUE,0,USD,16M,4.4 and up,Boelter Blue,http://ootbapps.com,dev@ootbapps.com,"Mar 8, 2016","Jun 21, 2019",Mature 17+,http://www.anchor5digital.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Movie Galaxy,com.galaxy.moviegalaxy,Entertainment,4.5,221,"10,000+",10000,10747,TRUE,0,USD,12M,5.0 and up,TraTi Movies Online,,yogicamel.pd@gmail.com,"Feb 11, 2021","Feb 11, 2021",Teen,https://sites.google.com/view/trati-privacy-policy/halaman-muka,TRUE,FALSE,FALSE,16-06-2021 02:48
RFA+,com.twentyfouri.tvbridge.rfa,News & Magazines,0,0,"1,000+",1000,1330,TRUE,0,USD,7.7M,5.0 and up,U.S. Agency for Global Media,https://www.rfa.org/,ads@usagm.gov,"Mar 5, 2020","Mar 05, 2020",Everyone,https://www.rfa.org/about/info/privacy-policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Quiz for Brawl Stars,com.mobicone.brawlquiz,Trivia,2.9,765,"100,000+",100000,189432,TRUE,0,USD,34M,5.0 and up,MOBICONE,http://mobicone.online/,mobiconestudio@gmail.com,"Jun 8, 2020","Jul 27, 2020",Everyone,https://www.appodeal.com/home/ru/privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Rádio Bom Pastor,br.painelstream2.radiobompastor,Music & Audio,0,0,50+,50,74,TRUE,0,USD,7.4M,5.0 and up,TA Aplicativos,,atendimento@taaqui.org,"Jul 27, 2020","Jul 27, 2020",Everyone,http://taaqui.org/termos-de-uso,FALSE,FALSE,FALSE,16-06-2021 02:48
LIVEO,me.liveo.android,Communication,0,0,500+,500,784,TRUE,0,USD,12M,4.4 and up,LIVEO,http://www.liveo.me/,dev@liveo.me,"Dec 18, 2017","Dec 18, 2017",Teen,http://www.liveo.me/terms,FALSE,FALSE,FALSE,16-06-2021 02:48
Scott County R-4,com.sia.scottcounty,Education,3.5,11,"1,000+",1000,1090,TRUE,0,USD,32M,4.1 and up,"SchoolInfoApp, LLC",http://www.schoolinfoapp.com,info@schoolinfoapp.com,"Feb 15, 2017","Apr 23, 2021",Everyone,http://www.schoolinfoapp.com/privacy_policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Gold's Gym Citrus Heights,com.migy.com.GoldsGymCitrusHeights,Health & Fitness,4.2,6,500+,500,990,TRUE,0,USD,9.0M,4.4 and up,MiGym,http://www.migymapp.com,support@migymapp.com,"Nov 7, 2017","Mar 25, 2021",Everyone,http://migym.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Order Kasi,com.orderkasi.deliveryapp,Food & Drink,0,0,100+,100,484,TRUE,0,USD,14M,5.1 and up,Order Kasi,https://orderkasi.co.za,info@orderkasi.co.za,"Oct 23, 2020","Jan 19, 2021",Mature 17+,https://orderkasi.co.za/page-privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Shout – Local Discovery App,com.shout_app.shout,Lifestyle,5,7,500+,500,506,TRUE,0,USD,Varies with device,5.1 and up,Shout Platform Ltd,https://shout-app.com/,support@shout-app.com,"Oct 7, 2018","May 29, 2020",Teen,https://shout-app.com/,FALSE,FALSE,FALSE,16-06-2021 02:48
Piano Learn to play,com.liberty.pianogame,Music,,,50+,50,52,TRUE,0,USD,Varies with device,Varies with device,Pham Khac Canh,http://www.emulestudio.blogspot.com,khaccanh@gmail.com,,"Jan 08, 2019",Everyone,https://www.freeprivacypolicy.com/privacy/view/472424d4cf009d1b4d80d91352fff76b,TRUE,FALSE,FALSE,16-06-2021 02:48
Expert XAiR,br.com.expertelectronics.xair,Music & Audio,3.8,51,"1,000+",1000,3167,TRUE,0,USD,45M,6.0 and up,Expert Electronics,https://expertelectronics.com.br,suporte@expertelectronics.com.br,"Apr 16, 2020","May 10, 2021",Everyone,https://www.expertelectronics.com.br/assets/mobile-privacy-policy.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
Dope Nation Music & Lyrics,com.AchmdUzi.dopenationmsc,Entertainment,0,0,100+,100,253,TRUE,0,USD,3.0M,4.1 and up,Achmd Uzi,,dennartodenny@gmail.com,"Nov 12, 2019","Dec 21, 2020",Everyone 10+,,TRUE,FALSE,FALSE,16-06-2021 02:48
555 Calculator,lt.embedded.a555calculator,Tools,0,0,100+,100,312,TRUE,0,USD,3.7M,4.1 and up,embedded.lt,http://embedded.lt/,embedded.lt.apps@gmail.com,"Aug 25, 2019","Aug 29, 2019",Everyone,https://embeddedlt.github.io/555_Calculator_policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
قصه های کودکانه صوتی 2,me.mnajafi.ghessegoo2,Music & Audio,4.6,201,"50,000+",50000,59290,TRUE,0,USD,27M,4.4 and up,Matt N,http://mttinapps.com/,mttnajafi@gmail.com,"Aug 4, 2017","Feb 06, 2020",Everyone,http://mttinapps.com/privacy_policy_ch.html,TRUE,FALSE,FALSE,16-06-2021 02:48
English Armenian Dictionary,nerdcats.armeniandictionary,Education,4.4,91,"5,000+",5000,7584,TRUE,0,USD,15M,4.2 and up,NerdCats,http://www.facebook.com/nerdcats,applifybd@gmail.com,"Sep 27, 2013","Jan 12, 2021",Everyone,http://ubitrix.com/privacy_policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Auvergne Automobile,com.ads.android_auvergne,Business,0,0,100+,100,296,TRUE,0,USD,7.6M,2.2 and up,Adstrategy,http://www.adstrategy.fr,dir@adstrategy.fr,"Jul 10, 2013","Sep 10, 2015",Everyone,http://www.adstrategy.fr,FALSE,FALSE,FALSE,16-06-2021 02:48
BaCKGaMMoN,com.txl.backgammon,Board,3.3,25,"10,000+",10000,10659,TRUE,0,USD,9.6M,2.3 and up,TxL,http://txlestudios.es,info@txlestudios.es,"Sep 29, 2016","Sep 18, 2018",Everyone,https://txlestudios.es/politica-de-privacidad/,TRUE,FALSE,FALSE,16-06-2021 02:48
CraftControl | Minecraft RCON client,net.cloudcake.craftcontrol,Tools,4.5,45,500+,500,720,FALSE,2.99,USD,11M,6.0 and up,CloudCake Software Development,,info@cloudcake.net,"Aug 7, 2020","May 04, 2021",Everyone,https://www.cloudcake.net/craftcontrol/privacypolicy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Angelino Pizzeria,com.oneminorder.angelino,Food & Drink,0,0,50+,50,92,TRUE,0,USD,20M,4.4 and up,Innovair Marketing Ltd and Oneminorder,http://angelino.hu/,info@angelino.hu,"Dec 23, 2016","Jul 23, 2018",Everyone,http://angelino.hu/privacypolicy,FALSE,FALSE,FALSE,16-06-2021 02:48
Guess the Picture - Photo Quiz,com.ackad.guessthepicture,Trivia,4.2,88,"10,000+",10000,22582,TRUE,0,USD,6.6M,4.4 and up,ACKAD Developer.,http://ackadinfo.in,ackadinfo@gmail.com,"Sep 28, 2019","Apr 16, 2021",Everyone,,TRUE,TRUE,FALSE,16-06-2021 02:48
Whats Direct,br.com.ewebsistemas.whatsdirect,Communication,0,0,10+,10,33,TRUE,0,USD,2.9M,4.0.3 and up,Eweb Sistemas,,eder.novais@gmail.com,"Jul 4, 2019","Jul 10, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
MICE App,com.procialize.zydus,Social,0,0,500+,500,993,TRUE,0,USD,28M,5.0 and up,Team Asmadiya,http://www.procialize.net,mail@johngaltsolutions.in,"Apr 23, 2019","Nov 20, 2019",Everyone,http://procializeapps.com/privacy_policy.html/,FALSE,FALSE,FALSE,16-06-2021 02:48
HFH GIC,com.habitat.habitathumanidad,Social,0,0,10+,10,38,TRUE,0,USD,23M,5.0 and up,Habitat for Humanity International,http://www.habitat.org,habitatforhumanityapps@gmail.com,"Jan 28, 2020","Oct 02, 2020",Everyone,https://www.habitat.org/,FALSE,FALSE,FALSE,16-06-2021 02:48
KPOP Azit - Kpop Artist Ranking,com.miningstar.kpopazit,Entertainment,4.7,25,"1,000+",1000,2832,TRUE,0,USD,11M,4.4 and up,Mining Star,,miningstar05@gmail.com,"Apr 16, 2020","Aug 04, 2020",Everyone,http://mkt.onlinestory.co.kr/data_dev1/agreement/personal_ms_en.txt,TRUE,TRUE,FALSE,16-06-2021 02:48
Russian - Persian and Persian - Russian dictionary,com.ttdictionary.russianpersian,Books & Reference,4.2,29,"1,000+",1000,2891,TRUE,0,USD,20M,4.3 and up,TTdictionary Apps,,dictampge@gmail.com,"Dec 29, 2019","Sep 02, 2020",Everyone,http://ttdictionary.com/privacy_policy/ttdictionary-apps.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Kids Christmas Activites & Fun,au.com.espace.combo.xmas,Educational,3.7,30,"10,000+",10000,15144,TRUE,0,USD,47M,4.0 and up,Espace Publishing,http://espacepublishing.com,support@espacepublishing.com,"Nov 26, 2015","Sep 22, 2016",Everyone,http://espacepublishing.com/appPrivacyPolicy.htm,FALSE,TRUE,FALSE,16-06-2021 02:48
Hirondelle Cayes,tech.onlyone.android5cd2549bb9da3,Music & Audio,0,0,"1,000+",1000,1206,TRUE,0,USD,6.0M,4.4 and up,App Creation Web,http://appcreationweb.com/,contact@appcreationweb.com,"May 8, 2019","May 08, 2019",Everyone,https://onlyone.tech/application/privacypolicy?id=5cd2549bb9efe,TRUE,FALSE,FALSE,16-06-2021 02:48
InboxDollars,com.mentormate.android.inboxdollars,Entertainment,3.9,103178,"5,000,000+",5000000,5675431,TRUE,0,USD,23M,5.0 and up,InboxDollars,https://www.inboxdollars.com,GooglePlay@prodege.com,"Nov 11, 2013","May 17, 2021",Everyone,http://www.inboxdollars.com/pages/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Spanish Norwegian dictionary,land.dict.bdesno1.free,Books & Reference,0,0,500+,500,544,TRUE,0,USD,8.2M,4.1 and up,Dict.land,http://www.dict.land,dictlandsupp@gmail.com,"Nov 19, 2015","Aug 03, 2019",Teen,https://www.dict.land/privacypolicy,TRUE,TRUE,FALSE,16-06-2021 02:48
송우교회 스마트요람,co.kr.dimode.songwooyoram,Lifestyle,3.7,6,"1,000+",1000,1193,TRUE,0,USD,9.3M,4.0 and up,스데반정보,http://www.dimode.co.kr,dimode99@gmail.com,"Dec 18, 2015","Jun 16, 2020",Everyone,https://songwooyoram.dimode.co.kr/Common/PersonInfoContent.cshtml,FALSE,FALSE,FALSE,16-06-2021 02:48
91.7 KBNJ FM Radio Corpus Christi TX Listen Online,com.allinoneapps.radio917kbnj,Music & Audio,0,0,50+,50,71,TRUE,0,USD,8.7M,4.4 and up,All In One Apps,https://allinoneappssa.blogspot.com/,allinoneappss@gmail.com,"Sep 24, 2020","May 05, 2021",Teen,http://appsmoment.net/google/91.7%20KBNJ%20FM%20Radio%20Corpus%20Christi%20TX%20Listen%20Online.html,TRUE,FALSE,FALSE,16-06-2021 02:48
PDF Page Swiper,jp.mixross.pdfthinout,Tools,0,0,100+,100,302,TRUE,0,USD,26M,5.0 and up,mixross.jp,,pdfpageswiper@mixross.jp,"Jan 27, 2020","Oct 05, 2020",Everyone,http://policy.mixross.jp/pdf_page_swiper/index.html,TRUE,TRUE,FALSE,16-06-2021 02:48
Dhanyog in hindi,com.translator_apps.dhan_yog,House & Home,0,0,500+,500,600,TRUE,0,USD,5.9M,4.0.3 and up,TransalationApps,,translationapps19@gmail.com,"Jul 3, 2018","Jan 02, 2020",Everyone,https://docs.google.com/document/d/1COEshi9Jmm2kpCe6o-om05erbKirEuM5XgyrsiOXLe0/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
Physics JEE Papers Solutions (Chapterwise),jee.physicstopicwise.papers.creaticx,Education,0,0,100+,100,355,TRUE,0,USD,21M,5.0 and up,Creaticx Official,https://creaticx.blogspot.com/,adstudiopublisher@gmail.com,"Nov 8, 2020","Nov 08, 2020",Everyone,https://sites.google.com/view/exam-application/home,TRUE,FALSE,FALSE,16-06-2021 02:48
TracerPlus NFC Tag Scanner,com.pts.publisher10.TracerPlusNFCScan,Business,0,0,100+,100,369,TRUE,0,USD,6.6M,4.1 and up,PTS Published Apps,https://www.tracerplus.com,sales@tracerplus.com,"Feb 8, 2019","Feb 08, 2019",Everyone,https://www.tracerplus.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
CANDY KNOCK,com.jmstechnologies.candyknock,Puzzle,5,7,"1,000+",1000,1991,TRUE,0,USD,71M,4.4 and up,G2LABEL TECH,http://jmstech.net,jnmgroupltd@gmail.com,"Aug 5, 2020","Oct 29, 2020",Everyone,http://jmstech.net/JMS_PrivacyPolicy/PrivacyPolicy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
رواية العشق الممنوع,com.mathsapp1.ixq.mamno3,Books & Reference,4.3,47,"10,000+",10000,25710,TRUE,0,USD,24M,4.1 and up,mathsapp,http://www.start-reading.com/app-ads.txt,mathsapplay1@gmail.com,"Feb 1, 2019","May 25, 2019",Teen,https://sites.google.com/view/mathsappprivacypolicy,TRUE,FALSE,FALSE,16-06-2021 02:48
Te Araroa Map,net.cmor.teararoa,Maps & Navigation,0,0,500+,500,517,TRUE,0,USD,1.7M,4.0.3 and up,Cmor,http://cmor.net,cmor@cmor.net,"Jun 4, 2018","Sep 28, 2019",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Ben Coloring 10 Ultimate Heros Aliens,com.azkatoys.coloringbookbenten,Education,3.8,50,"10,000+",10000,34699,TRUE,0,USD,23M,4.4 and up,AzkaToys,https://w9126aa84.app-ads-txt.com/app-ads.txt,setiandro001@gmail.com,"Sep 8, 2020","Jan 14, 2021",Everyone,https://azkatoys123.blogspot.com/2020/09/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
AstronomyMag.com,com.base55.astronomymag,News & Magazines,0,0,10+,10,10,TRUE,0,USD,7.3M,4.2 and up,Base55 Inc,,social@base55.com,"Jan 9, 2020","Jan 14, 2020",Everyone,https://astronomymag.com/app-privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
ChocuFacts,com.hachebe.chocufacts,Entertainment,5,61,500+,500,545,TRUE,0,USD,33M,4.0 and up,Dani HB,,danielgm97@hotmail.es,"Oct 21, 2017","Nov 11, 2017",Teen,,FALSE,FALSE,FALSE,16-06-2021 02:48
Page World,com.brothergang.facebooklite,Entertainment,0,0,10+,10,20,TRUE,0,USD,4.4M,4.4 and up,Gannu,,ganesh.varshney307@gmail.com,"Sep 30, 2018","Oct 01, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
TN DIGITAL PAY - Recharge & Bill Payment,com.tndigital.pay,Business,0,0,100+,100,366,TRUE,0,USD,5.0M,5.0 and up,INFINITECH INDIA PVT LTD,https://www.tndigitalseva.in/,infinitechindia@gmail.com,"Dec 21, 2020","Dec 21, 2020",Everyone,https://tndigitalpay.in/,TRUE,FALSE,FALSE,16-06-2021 02:48
Risqover - The easiest way to cover your risks,com.theoffix.factoripad,Tools,0,0,10+,10,34,TRUE,0,USD,3.1M,4.4 and up,The Offix,http://www.theoffix.com,android@theoffix.com,"Jun 14, 2018","Nov 16, 2020",Everyone,https://www.risqover.com/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Morgan Safety,com.morgan.pipps,Productivity,0,0,100+,100,200,TRUE,0,USD,12M,4.0.3 and up,Morgan Advanced Materials PLC,http://www.morganadvancedmaterials.com,mobileapps@morganplc.com,"Oct 13, 2017","Dec 18, 2017",Everyone,http://www.morganadvancedmaterials.com/en-gb/privacy/,FALSE,FALSE,FALSE,16-06-2021 02:48
World of Fighters,com.worldoffighters,Arcade,3.5,493,"10,000+",10000,42212,TRUE,0,USD,22M,2.3.3 and up,Vtudio,http://playir.com,hello@playir.com,"Jul 31, 2013","Jul 12, 2017",Teen,http://playir.com/privacy/,TRUE,TRUE,FALSE,16-06-2021 02:48
St. Francis Primary & Infant School,org.nativescript.mymobischoolapp.sfpi,Education,4.8,9,500+,500,702,TRUE,0,USD,13M,4.2 and up,Crawfty Applications,http://aclermont.wixsite.com/stfrancis,makemesomeapps@gmail.com,"Nov 7, 2018","Mar 12, 2020",Everyone,https://leocrawf.wixsite.com/website/blank-page,FALSE,FALSE,FALSE,16-06-2021 02:48
Virtual Arb Show,com.crowdcompass.app618DhvRQBU,Business,0,0,500+,500,800,TRUE,0,USD,54M,7.0 and up,Arboricultural Association,https://www.trees.org.uk,stephen@trees.org.uk,"Apr 12, 2017","Jun 10, 2021",Everyone,https://www.trees.org.uk/Trees.org.uk/media/Trees-org.uk/Documents/Data-Protection-Policy-131017.pdf,TRUE,FALSE,FALSE,16-06-2021 02:48
ASVAB PRO,com.forcereadiness.asvabpro,Education,4.8,33,"1,000+",1000,1617,FALSE,3.99,USD,25M,5.1 and up,ForceReadiness.com,http://forcereadiness.com/top-asvab-test-prep-app/,info@forcereadiness.com,"Jul 15, 2017","Sep 09, 2020",Everyone,http://forcereadiness.com/privacy-policy-tos/,FALSE,FALSE,FALSE,16-06-2021 02:48
Nigeria News,ng.nigeria.news,News & Magazines,0,0,100+,100,381,TRUE,0,USD,16M,5.0 and up,NewAfrica,https://sites.google.com/view/new-africa/privacy-policy,justeopen@gmail.com,"May 17, 2018","Jul 04, 2020",Everyone,https://sites.google.com/view/new-africa/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
Offline Maps,it.smartphoneapps.camperlifemaps,Travel & Local,3.6,16,"1,000+",1000,1308,FALSE,3.49,USD,545k,1.6 and up,Fabio Crovatto,http://www.smartphone-apps.it,offlinemaps@smartphone-apps.it,"Mar 19, 2013","Feb 17, 2017",Everyone,https://www.infocamp.it/privacy_app.php,FALSE,FALSE,FALSE,16-06-2021 02:48
Book Point,com.fleeksoft.bookpoint,Books & Reference,,,10+,10,15,TRUE,0,USD,Varies with device,Varies with device,FleekSoft,https://fleeksoft.com/fleeksoft/,fleeksoft@gmail.com,,"Feb 09, 2021",Everyone,https://docs.google.com/document/d/1mKqfEQsc7c8xlPYrlbWSu7QbEK2RjOo0Xr5YZ0nnteg/edit?usp=sharing,FALSE,FALSE,FALSE,16-06-2021 02:48
MarketUP ERP,com.marketup.mobile,Productivity,3,971,"100,000+",100000,153664,TRUE,0,USD,5.6M,4.4 and up,MarketUP,https://marketup.com,mobile@marketup.com,,"Oct 22, 2020",Everyone,https://marketup.com/politica-de-privacidade,TRUE,FALSE,FALSE,16-06-2021 02:48
West Coast Swing Metronome,appinventor.ai_iltrmb.Metronome,Lifestyle,0,0,"1,000+",1000,1202,TRUE,0,USD,1.4M,1.5 and up,Dance Apps,https://sites.google.com/site/socialdanceapps/,gm_us@yahoo.com,"Aug 9, 2014","Aug 11, 2015",Everyone,https://sites.google.com/site/socialdanceapps/,FALSE,FALSE,FALSE,16-06-2021 02:48
Mobile Number Tracker,com.igamesoftech.mobilenumbertracker,Tools,0,0,"10,000+",10000,22839,TRUE,0,USD,4.1M,2.3 and up,igames softech,,igames.softech2016@gmail.com,"Jan 5, 2016","Oct 19, 2018",Everyone,https://docs.google.com/document/d/1Y59mPpWdDVV6FpYXxXee964-emi0k04d607ynNlMapk/pub,TRUE,FALSE,FALSE,16-06-2021 02:48
SSUM - K-POP Star,kr.ionlabs.projectl,Social,4.7,9,500+,500,850,TRUE,0,USD,13M,4.4 and up,ionlabs.kr,http://ssumapp.com,cs@ionlabs.kr,"Mar 6, 2019","Jul 30, 2019",Teen,http://ssumapp.com/PrivacyPolicyApp.html,FALSE,FALSE,FALSE,16-06-2021 02:48
PBHS Helper,com.browardschools.pbhshelper,Education,0,0,10+,10,22,TRUE,0,USD,3.9M,4.4 and up,Jax Hutton,,jax.hutton@outlook.com,"Oct 17, 2019","Feb 04, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
DentureID,com.infinx.dentureid.comn,Health & Fitness,0,0,100+,100,196,TRUE,0,USD,2.9M,5.0 and up,NOBILIUM,http://www.nobilium.com,howed@nobilium.com,"Apr 26, 2018","Jan 17, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Ping,com.pingpassenger,Travel & Local,,,10+,10,26,TRUE,0,USD,Varies with device,Varies with device,Ping Je Taxi,,pingtaxiping@gmail.com,,"Jan 02, 2019",Everyone,http://veysitarun.xyz/gizlilik-politikasi.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Radio Conae,com.webradiocast.cjhoubqewgul,Music & Audio,0,0,50+,50,84,TRUE,0,USD,5.6M,5.0 and up,Gusto Apps,,hiluxcel@gmail.com,"Feb 3, 2020","Feb 03, 2020",Everyone,https://maxcast.com.br/politica-de-privacidade/,TRUE,FALSE,FALSE,16-06-2021 02:48
BizReader: Business Card Scanner & Reader,com.fittech.bizcardscanner,Business,4.2,16,"1,000+",1000,3177,TRUE,0,USD,11M,5.0 and up,Fit Tech,,fittech315@gmail.com,"Jan 23, 2021","Jan 23, 2021",Everyone,https://sites.google.com/view/fittech-privacypolicy,FALSE,TRUE,FALSE,16-06-2021 02:48
NavTelematics,com.jimi.tuqiang.tracksolid.navtelematics,Maps & Navigation,0,0,100+,100,347,TRUE,0,USD,7.7M,4.2 and up,Nuzay Company Ltd,http://www.navtelematics.com,support@navtelematics.com,"Jan 29, 2018","Jan 29, 2018",Everyone,http://navtelematics.com/Privacy-Policy.aspx,FALSE,FALSE,FALSE,16-06-2021 02:48
Presbiteriana Renovada Ubajara,br.com.sistemaprover.iprubajara,Business,0,0,500+,500,576,TRUE,0,USD,9.8M,4.4 and up,Prover Tecnologia,https://www.facebook.com/ipruubajara/,contato@iprubj.com.br,"Feb 18, 2019","Jul 21, 2020",Everyone,http://www.sistemaprover.com.br/termo-app,FALSE,FALSE,FALSE,16-06-2021 02:48
Festa Major Vilafranca,com.fpmweb.festamajor,Social,4.3,341,"10,000+",10000,21078,TRUE,0,USD,8.3M,4.1 and up,imobils,http://imobils.com,info@imobils.com,"May 17, 2012","Aug 17, 2020",Everyone,http://festamajor.net,FALSE,FALSE,FALSE,16-06-2021 02:48
Waterfall in greenery,com.topwallpaperz.waterfallingreenery,Personalization,5,6,100+,100,360,TRUE,0,USD,19M,2.2 and up,topwallpaperz,,topwallpaperz@ukr.net,"Aug 10, 2015","Jan 25, 2017",Everyone,https://docs.google.com/document/d/1m3W7Bo2WRS17E3zcSQhHAGEVrWAN2lX2X84tLVKgcZ4/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
Scamper,com.Gafurov.Scamper,Arcade,0,0,"1,000+",1000,1407,TRUE,0,USD,20M,5.0 and up,Gafurov Bakhtier Ganievich Kibrionica,https://www.akademiya-doshkolnika.ru/,academiya.doshkolnika@gmail.com,"Jan 28, 2019","Jan 31, 2019",Everyone,http://bmbddag91.ukit.me/,TRUE,FALSE,FALSE,16-06-2021 02:48
Vida e Ministério,com.jenylaryfuentes.vidaeministerio,Books & Reference,4.4,37,"10,000+",10000,11093,TRUE,0,USD,8.2M,4.4 and up,Apps TJ,https://apper.apperalinstante.com/appstj,jenlarysfuentes9@gmail.com,"Aug 2, 2018","Mar 15, 2021",Mature 17+,https://appsjf.es.tl/Portugues.htm,TRUE,FALSE,FALSE,16-06-2021 02:48
İngilizce 4,com.orneksapps.ingilizcefour,Education,4.3,144,"50,000+",50000,66358,TRUE,0,USD,40M,4.1 and up,Örnek Apps,https://www.bilsemsinavi.org,ornekapps@gmail.com,,"Nov 15, 2018",Everyone,https://bilsemhazirlik.blogspot.com/p/gizlilik-politikas.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Feliz Día de la Mujer,mujer.felizdia.imagenes,Entertainment,4.4,49,"10,000+",10000,36093,TRUE,0,USD,16M,4.1 and up,Jhosyapps,https://fd4c093f8.app-ads-txt.com,jhosy.apps@gmail.com,"Feb 22, 2019","Feb 23, 2019",Everyone,https://www.facebook.com/notes/jhoselyn-chazo/pol%C3%ADtica-de-privacidad/2173392012903904/,TRUE,FALSE,FALSE,16-06-2021 02:48
